,gene,importance
0,CAPN15_rare_AD,-0.6346851211137552
1,CASKIN1_rare_AD,-0.44040290456671133
2,GRM6_rare_AD,-0.3522417925384029
3,APBA3_rare_AD,0.3431161775983681
4,BLK_rare_AD,0.29554972090021436
5,LRP8_rare_AD,0.2924379531587114
6,ZC3H3_rare_AD,0.2768492083654488
7,AKAP17A_rare_AD,0.24760354881339805
8,PLEKHG4_rare_AD,0.22353473987524117
9,EXPH5_rare_AD,0.20953261970751444
10,APOL3_rare_AD,0.2025699358211972
11,MLPH_rare_AD,0.16418769069915026
12,TICRR_rare_AD,0.1557108113929207
13,IQCA1_rare_AD,-0.15491772452332314
14,SFMBT2_rare_AD,0.14938818897420394
15,INTS1_rare_AD,0.1492573223223708
16,TENM1_rare_AD,0.14705336141553457
17,SPINT1_rare_AD,0.14534149988493092
18,TASOR_rare_AD,0.1330886057772163
19,AFTPH_rare_AD,0.12235567840368308
20,GSN_rare_AD,0.10664750293927479
21,ITGA7_rare_AD,-0.08890741363255764
22,FIP1L1_rare_AD,0.08537055392654413
23,ZNF808_rare_AD,0.0708495349305268
24,NIBAN3_rare_AD,0.06849698404092357
25,CD48_rare_AD,0.06572092751726837
26,TAS1R1_rare_AD,0.0648980745117868
27,SNED1_rare_AD,0.06010831284879414
28,FARP2_rare_AD,0.051239265251877816
29,MASP1_rare_AD,-0.03026266097978887
30,KRT26_rare_AD,-0.018312908616153836
31,PXDN_rare_AD,0.015110038734686058
32,TLR5_rare_AD,0.01503273817655161
33,ATG9B_rare_AD,0.011118803127859013
34,DLEC1_rare_AD,0.006944023460203604
35,MYH2_rare_AD,-0.006249931029417724
