,gene,importance
0,OPN1LW_1,0.25033596127631386
1,ARSH_1,0.24446412640490864
2,DMD_1,0.22226899094264668
3,MAGEC1_4,0.19774714546850056
4,MAGEC1_2,-0.18726866370672304
5,SLAMF8_1,-0.1684912724978609
6,GYG2_2,0.16422194881185337
7,DRP2_1,-0.1598891393004317
8,MAGEB3_1,0.14041190288240862
9,GPR101_2,-0.13710729076219424
10,NUP62CL_1,-0.13478014036164285
11,AMOT_1,-0.12602399004727025
12,MAGEB3_2,0.11078797961558229
13,DMD_4,0.10761265477946856
14,PXK_1,-0.08193662874949746
15,FAM120C_1,-0.07604256023862745
16,CFAP47_1,0.06612387619542529
17,COL4A6_2,-0.06004153775708222
18,DMD_3,-0.04668794199445918
19,CYP4F8_2,-0.044144796286692135
20,ARSF_1,0.04161166331185221
21,EMID1_1,0.03673435636976699
22,NKAP_1,-0.027940182903137056
23,IGSF9_1,0.02379573559749738
24,GPR50_4,-0.02087812378622736
25,PPP4R3C_1,-0.01912874512717794
26,ANOS1_1,0.011893560867493557
27,CFLAR_1,0.010530139669718304
28,GLRA4_1,-0.007798454055842205
29,SLAMF9_1,0.0062494780075878584
30,BTK_1,-0.0006959188744739794
